hardware_attempt,gpu,process_id,role,process_repeat,component,execution_mode,condition_id,model_size,family,kappa,partition,implementation,selected_linear_sites,attention_qk_pv_execution,process_stage,process_error,quality_scope,reference_correctness_pass,candidate_correctness_pass,mode_correctness_pass,failed_candidate_validation_blocks,max_abs_logit_error,max_relative_l2,qualified_complete_timing,canonical_validation_loss,measured_R_model_fraction,measured_R_model_percent,block_zero_product_count,model_product_count,run025_reference_validation_loss,run025_candidate_validation_loss,run025_candidate_validation_loss_delta,timing_available,paired_geomean_speedup,reference_median_host_ms,candidate_median_host_ms,speedup_input_cluster_ci95_low,speedup_input_cluster_ci95_high,paired_timing_samples,timing_input_clusters,input_manifest_sha256,development_input_sha256,manifest_sha256,timing_sha256,timing_samples_sha256,quality_sha256,source
rtxpro4500-003,NVIDIA RTX PRO 4500 Blackwell,component-ffn-14m-a1h-k013-rtxpro4500-003,component,,ffn,eager,14m/a1h,14M,A1-H,,development,k013,h,dense SDPA except selected attention projection linears,complete,,complete-validation,True,True,True,0,0.0,0.0,True,5.26963426093378,0.027141299328466276,2.7141299328466277,172701605233,6363055915008,5.271187088342137,5.271209181063382,2.2092721245314806e-05,True,1.0113885768824293,3.8618824910372496,3.879243042320013,0.9887009136315207,1.0404957444698433,80,16,26ee05928200134671caaf0ae62e9722df8584124a8ceee483f1cfd7923c5a5b,4bd751109b82f203ed904946874d12f1d9bb576874689a7990654a39c2644378,b206ca3671f316fc9d456fe0cf9a3e124ea9ec4de7f738ea3a65810946a3ab23,971db24c34a71a77be80652b15e3b337f7e8d9ca533ad6b4e2b9ae4865ac0516,bdd0f2f0d5e719322a8aed786453b49231666fb52d9c832df7e22c3fb05a08f4,4424d4e1432394bb0e85e5929744b1f27926a6ddb2b81120682aecbbbd93d2e8,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-003/evidence-verified/artifacts/component-ffn-14m-a1h-k013-rtxpro4500-003
rtxpro4500-003,NVIDIA RTX PRO 4500 Blackwell,component-ffn-14m-a4-0-k013-rtxpro4500-003,component,,ffn,eager,14m/a4-0,14M,A4-OL1,0.0,development,k013,h;m,dense SDPA except selected attention projection linears,complete,,complete-validation,True,True,True,0,0.0,0.0,True,5.458276166718387,0.0781004229286857,7.81004229286857,496957358081,6363055915008,5.4598567823695845,5.459852586834437,-4.195535147744067e-06,True,1.0195720186866972,5.238348618149757,5.171849625185132,1.0108256117071637,1.0322447239830028,80,16,26ee05928200134671caaf0ae62e9722df8584124a8ceee483f1cfd7923c5a5b,4bd751109b82f203ed904946874d12f1d9bb576874689a7990654a39c2644378,e40f62c178e738c85409e2dd6bf70b2ca760efca0b06232eebe57e571f81686d,eb62ebb51fbaeaf4362eb2d727eb61396572e4ceb067d853513951fcc5e1c6dd,ae80fff0f1047be302024f072571b7bf084b99da449276fdb5c6b1cf72c71b5d,ad979c9be524ed457c7549c3d2ae81f2f67ce8b218c1a9ab9f8e9c85645caac2,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-003/evidence-verified/artifacts/component-ffn-14m-a4-0-k013-rtxpro4500-003
rtxpro4500-003,NVIDIA RTX PRO 4500 Blackwell,component-ffn-14m-a4-0p5-k013-rtxpro4500-003,component,,ffn,eager,14m/a4-0p5,14M,A4-OL1,0.5,development,k013,h;m,dense SDPA except selected attention projection linears,complete,,complete-validation,True,True,True,0,0.0,0.0,True,6.037982463131289,0.12713448684742273,12.713448684742273,808963848536,6363055915008,6.040296513804297,6.040296513804297,0.0,True,1.012723877587733,5.162725457921624,5.113347200676799,1.0035296507033282,1.0262626041511653,80,16,26ee05928200134671caaf0ae62e9722df8584124a8ceee483f1cfd7923c5a5b,4bd751109b82f203ed904946874d12f1d9bb576874689a7990654a39c2644378,ded5651c00a700d23ab601f7f184f47d0f56efc3d1ccd88c1a692523d90d171b,be0b8bc819aa6297d4ee52938aab1b00ea107a73981e9e391521848cf932e52f,e369c4862e12c98249beba92854071a44b5ca30d60af46b99ecacd36cdbe9689,1c34d8049c9144af5dac96cc0a3ef3281856b9710bcf0ae9f74c772b8f15d9e7,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-003/evidence-verified/artifacts/component-ffn-14m-a4-0p5-k013-rtxpro4500-003
rtxpro4500-003,NVIDIA RTX PRO 4500 Blackwell,component-ffn-14m-a7-0-k013-rtxpro4500-003,component,,ffn,eager,14m/a7-0,14M,A7-OL1,0.0,development,k013,h;m,dense SDPA except selected attention projection linears,complete,,complete-validation,True,True,True,0,0.0,0.0,True,5.480180751642532,0.0705422917861371,7.054229178613711,448864547008,6363055915008,5.482406401979291,5.482400830986111,-5.570993179659922e-06,True,1.0088640663476924,5.270140012726188,5.205113440752029,1.0033095498947806,1.0132273973925006,80,16,26ee05928200134671caaf0ae62e9722df8584124a8ceee483f1cfd7923c5a5b,4bd751109b82f203ed904946874d12f1d9bb576874689a7990654a39c2644378,38f618a04cfd2e307fc82233f8b68e8932fa587775c298b0bd09e9b82085783f,0f353fdd88c45af08c37aeae8f83173abbdd7788499b8f1f35d68be1087c6186,266d99d3ee1a8cb5e78d20c694b0373deb3bcf4dd96665261e231b9234c81c41,a8bf708fa3aec4669692aa81ee1caa6a57449ef486ba08a13f6f783e27af9933,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-003/evidence-verified/artifacts/component-ffn-14m-a7-0-k013-rtxpro4500-003
rtxpro4500-003,NVIDIA RTX PRO 4500 Blackwell,component-ffn-14m-a7-0p5-k013-rtxpro4500-003,component,,ffn,eager,14m/a7-0p5,14M,A7-OL1,0.5,development,k013,h;m,dense SDPA except selected attention projection linears,complete,,complete-validation,True,True,True,0,0.0,0.0,True,5.829406580981418,0.27482684296304843,27.482684296304843,1748738568719,6363055915008,5.831297464664293,5.831297460429942,-4.2343506478914605e-09,True,1.0144755017810623,6.045194808393717,5.959572270512581,1.0045053633105672,1.0253454457261173,80,16,26ee05928200134671caaf0ae62e9722df8584124a8ceee483f1cfd7923c5a5b,4bd751109b82f203ed904946874d12f1d9bb576874689a7990654a39c2644378,0e23aa8e774ff6dfd6a61388e5149a44b6fbcdd67eb18a44b0096cd407976073,15b15a65ce512a91556b01aaba864347939ddcca954bfe0b8adb5cf131838af8,2933c86c85676ff3dfc82e313bc212ba7165389669ce6ecbcad01a90b1dbffe1,400b31c4b7a2b130f1086803f5ec3e9bacb2da41411b3488a1df6ec07c81e183,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-003/evidence-verified/artifacts/component-ffn-14m-a7-0p5-k013-rtxpro4500-003
rtxpro4500-003,NVIDIA RTX PRO 4500 Blackwell,component-ffn-70m-a1h-k016-rtxpro4500-003,component,,ffn,eager,70m/a1h,70M,A1-H,,development,k016,h,dense SDPA except selected attention projection linears,complete,,complete-validation,True,True,True,0,0.0,0.0,True,4.222749641308417,0.1006575817198192,10.06575817198192,3548299693748,35251191545856,4.2312623229465816,4.231266270419391,3.947472809073815e-06,True,0.959374905223186,6.087227491661906,6.216811016201973,0.9501034428937135,0.9684259453634815,80,16,26ee05928200134671caaf0ae62e9722df8584124a8ceee483f1cfd7923c5a5b,4bd751109b82f203ed904946874d12f1d9bb576874689a7990654a39c2644378,5339b7e53f78d586821d3da6aaeb30a97516dbba659bb719924a918539e2eafd,c40f0f38642b3c0b77b98404f9a69453279e327cdd85c80a8b56532a029dd226,0f72c397e5a685d42d6290c690f8c55b36b0ac13e46036b534d97a1895eea876,7c296324e3e573453d87e0a9194ba7fd177ff54ba70aae2cd79b03727e9f58a0,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-003/evidence-verified/artifacts/component-ffn-70m-a1h-k016-rtxpro4500-003
rtxpro4500-003,NVIDIA RTX PRO 4500 Blackwell,component-ffn-70m-a4-0-k016-rtxpro4500-003,component,,ffn,eager,70m/a4-0,70M,A4-OL1,0.0,development,k016,h;m,dense SDPA except selected attention projection linears,complete,,complete-validation,True,True,True,0,0.0,0.0,True,4.805361172503973,0.25672509475572236,25.672509475572237,9049865489862,35251191545856,4.814718091569863,4.814707491933168,-1.0599636694585968e-05,True,0.9544924182776221,5.644217599183321,5.892592715099454,0.9365392237960286,0.9782114031084044,80,16,26ee05928200134671caaf0ae62e9722df8584124a8ceee483f1cfd7923c5a5b,4bd751109b82f203ed904946874d12f1d9bb576874689a7990654a39c2644378,b6f3e9d8df17c7d033c5e4d569638117523e1e730965108b5c3e82ea9849dba0,19359f74c11621fe083b45a20a79ad0c22123a83fbaa587878214e7d5e88be6e,174f5f7944c39d81d79953141f86d04eb21f276b483960edfbe32661c0d71643,5e39ae5230f46d9779500479d338a92ebd1f521cdd48b52a097343ca6d9b4f25,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-003/evidence-verified/artifacts/component-ffn-70m-a4-0-k016-rtxpro4500-003
rtxpro4500-003,NVIDIA RTX PRO 4500 Blackwell,component-ffn-70m-a4-0p5-k016-rtxpro4500-003,component,,ffn,eager,70m/a4-0p5,70M,A4-OL1,0.5,development,k016,h;m,dense SDPA except selected attention projection linears,complete,,complete-validation,True,True,True,0,0.0,0.0,True,5.389480136202637,0.3559621916980309,35.59621916980309,12548091402630,35251191545856,5.398816271078256,5.398816885764734,6.146864777178962e-07,True,1.007755376185204,5.5841978173702955,5.5391062051057816,1.0026289598197424,1.0130967522740453,80,16,26ee05928200134671caaf0ae62e9722df8584124a8ceee483f1cfd7923c5a5b,4bd751109b82f203ed904946874d12f1d9bb576874689a7990654a39c2644378,669d749e28c027cb9a09cb38b420f48fcdedd386159bb9bb25ca0ae477222f60,19193027cee2fd7ec58a4f0582ef2be106f941bd573c56722bd104cf1e883620,8c3225c4714e607ebefab66c935e80b7e59c80b2907c29fc06b23875da573466,a80144b1470d2b9a4af55df59de04622bc03e9f74a3f5daafe245abac51773b7,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-003/evidence-verified/artifacts/component-ffn-70m-a4-0p5-k016-rtxpro4500-003
rtxpro4500-003,NVIDIA RTX PRO 4500 Blackwell,component-ffn-70m-a7-0-k016-rtxpro4500-003,component,,ffn,eager,70m/a7-0,70M,A7-OL1,0.0,development,k016,h,dense SDPA except selected attention projection linears,complete,,complete-validation,True,True,True,0,0.0,0.0,True,4.941205969223609,0.23562417494680196,23.562417494680197,8306032923884,35251191545856,4.9502589823041205,4.950300987409211,4.2005105090225925e-05,True,0.9624943439883826,3.7658947985619307,3.9228186942636967,0.9509293639915811,0.9702296651464484,80,16,26ee05928200134671caaf0ae62e9722df8584124a8ceee483f1cfd7923c5a5b,4bd751109b82f203ed904946874d12f1d9bb576874689a7990654a39c2644378,9036b407db1155c8a629f4d46e14009e0e6d0c1ab0884451784218111f6b7a35,3b93e9adbde08d173c1f5b91fbbe60de7a983cc803d7d83697bc6b6c0f63141f,7fad7fc2c4f368900c22182f28be9d0ffb6c5d0dea3f73fe9ecab1e05f6404c4,bb5a61f6f4902fbb71c2cde5795800cb9eb10e811b3e959803c443ed6556884b,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-003/evidence-verified/artifacts/component-ffn-70m-a7-0-k016-rtxpro4500-003
rtxpro4500-003,NVIDIA RTX PRO 4500 Blackwell,component-ffn-70m-a7-0p5-k016-rtxpro4500-003,component,,ffn,eager,70m/a7-0p5,70M,A7-OL1,0.5,development,k016,h,dense SDPA except selected attention projection linears,complete,,complete-validation,True,True,True,0,0.0,0.0,True,5.215924663303872,0.4060187215635989,40.60187215635989,14312643725042,35251191545856,5.2265333158010545,5.226533320035404,4.234349759713041e-09,True,0.998923871304932,4.20465343631804,4.20151324942708,0.9961053862154619,1.0012044724951115,80,16,26ee05928200134671caaf0ae62e9722df8584124a8ceee483f1cfd7923c5a5b,4bd751109b82f203ed904946874d12f1d9bb576874689a7990654a39c2644378,a8971f4e3263c2f04ada096f19ac0eeb38a13adaff2b996de6c0f4e30f4c36b2,870d11844d6d6cf0c5937b1e02af97cad3347a9f2b6dbde40239d1f4420a0f91,c1140bc13cf8e9336bac4deff015fa984bc9d21343dd163712f7569845949513,7fb40d605b1c5071a0ac71d9049ac9f1cb57440c03b38e79e556b3abcd20ef5b,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-003/evidence-verified/artifacts/component-ffn-70m-a7-0p5-k016-rtxpro4500-003
rtxpro4500-003,NVIDIA RTX PRO 4500 Blackwell,fresh-r1-14m-a0-k013-rtxpro4500-003,winner,1,full,eager,14m/a0,14M,A0,,development,k013,a;h;m;z,dense SDPA except selected attention projection linears,complete,,complete-validation,True,True,True,0,0.0,0.0,True,5.2085730123096665,1.1415112639303073e-08,1.1415112639303072e-06,72635,6363055915008,5.209966218440203,5.209961768491192,-4.449949011053889e-06,True,0.9209159914001561,3.867922117933631,4.078895784914494,0.9046883729969698,0.937621776752352,80,16,26ee05928200134671caaf0ae62e9722df8584124a8ceee483f1cfd7923c5a5b,4bd751109b82f203ed904946874d12f1d9bb576874689a7990654a39c2644378,593ca163dd52e57354b232966a190be88f7eef37f45c9a698302a3f83b64ea9a,77069cb11b35fb443601fc96e4e9517be95100539aac25ec9d1c9265289f6ead,3b36eeb73c88de6cb127f20579e359e2515bde229e19782e5d8c575beb89dc73,866721894117108023fe66d223e47431123568cbe11c4af6ffb7f2519b12ad89,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-003/evidence-verified/artifacts/fresh-r1-14m-a0-k013-rtxpro4500-003
rtxpro4500-003,NVIDIA RTX PRO 4500 Blackwell,fresh-r1-14m-a1h-k013-rtxpro4500-003,winner,1,full,eager,14m/a1h,14M,A1-H,,development,k013,h,dense SDPA except selected attention projection linears,complete,,complete-validation,True,True,True,0,0.0,0.0,True,5.26963426093378,0.027141299328466276,2.7141299328466277,172701605233,6363055915008,5.271187088342137,5.271209181063382,2.2092721245314806e-05,True,0.9838318055471791,3.924781456589699,3.9302187506109476,0.9706230911414221,0.9937892154724419,80,16,26ee05928200134671caaf0ae62e9722df8584124a8ceee483f1cfd7923c5a5b,4bd751109b82f203ed904946874d12f1d9bb576874689a7990654a39c2644378,c62eded0945684e25f3ac9449d6ae874f0b1311b7ede32e14c148fb90dd5dca5,86175f3ae54d9e973e2d124c7e556cb481c8cb2b14311ada706b512de3e55227,cbda340eb4e643bfbd859fa82ab22bc87aebec27d941c35bfce50495d9287020,4424d4e1432394bb0e85e5929744b1f27926a6ddb2b81120682aecbbbd93d2e8,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-003/evidence-verified/artifacts/fresh-r1-14m-a1h-k013-rtxpro4500-003
